"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Road Cycling","Bike","","","","2025-08-20","","15820.4501953125","118","593","349.455","","0.826221108436584","5.31899976730347","","67","","124","171","","","0.765239101603151","47.98","47","1","1","2","0","0","","","","","25","9","5","5","2","1","1","","","","",""
"Fuerza","Strength","Warm up: 3 rondas al siguiente circuito Anti extension (variante a escoger según nivel). Anti rotación (variante a escoger según nivel). Anti flexión lateral (variante a escoger según nivel). ejercicios en vídeo: https://www.youtube.com/watch?v=8k2tATXsrJk Pull ups: 3 x 5/90'' Push ups: 3 x 10/90'' Pogo jumps: 3 x 10-12/90'' Hop and stick side to side: 3 x 6/90'' Back squat (box): 3 x 6-8/120'' Single leg press: 3 x 6-8/120'' Seated isometric calf raises: 3 x 6-8/60''","1","","2025-08-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance rest day","Day Off","","","","2025-08-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2025-08-21","","2191.46997070313","","","","","0.795026898384094","0.765999972820282","","26","","126","151","","","0.857569296004745","50.14","48","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2025-08-21","","23324.8203125","165","693","714.764","","1.20838749408722","5.36199998855591","","73","","147","176","","","0.780941456501084","73.29","36","28","9","4","1","0","","","","","15","7","10","27","9","2","1","","","","",""
"Mountaineering","Walk","","","","2025-08-21","","1723.56005859375","","","","","0.54246997833252","0.883000016212463","","73","","121","150","","","0.371675158369903","8.18","33","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-08-21","","17061.390625","158","395","327.49","","0.576863050460815","8.21599960327148","","78","","142","177","","","0.806687583139656","37.02","25","5","1","2","4","0","","","","","9","4","6","8","5","2","2","","","","",""
"Other","Other","","","","2025-08-21","","1723.56","","","","","0.988055555555556","0.883","","","","121","150","","","0.597849083874797","39.11","59","0","0","0","0","0","","","","","","","","","","","","","","","",""
"8km E + 5 x strides","Run","5:30/km Respiración nasal tanto en inspiración como en expiración durante todo el rodaje. Si no puedes mantenerla, baja el ritmo ;-) + 5 x 20'' strides","0.936944444444444","","2025-08-22","","10016.740234375","311","540","957.252","","0.85637891292572","3.24900007247925","","172","","162","183","","","1.30396489323178","144.45","3","11","9","24","9","2","","","","","0","0","0","0","1","15","29","","","","4","5"
"E + V","Swim","Calentamiento (600m) 200m nado variado 4 x 50 (25 nado un brazo + 25 libre 200 crol con tubo frontal + pullboy Técnica (500m) 6 x 50 pies aletas brazo flecha con tuba 4 x 50 codo alto en recobro + finger tip drag foco en entrada Velocidad (150m) 6 x 20'' batido vertical 30'' descanso! + 25m a tope! 90'' descanso Bloque (900m) 3 x 300 nado snorkel foco estabilidad en nado y entrada D: 45'' 100 espalda 200 suave","","2450","2025-08-22","","","","",""," *08/22/2025 David Sabat: DNF fatiga muevo sesion*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT2","Swim","Calentamiento (500m) 200m nado variado 4 x 50 drill a escoger 100 pullboy suave Técnica (600m) 4 x 50 pies crol tabla ''pies rápidos'' 4 x 50 un brazo brazo contrario lateral cuerpo foco entrada y respirar cada 3 brazadas por lado contrario brazo que mueve 4 x 50 libre con SNK entrada alineada Bloque (1000m) 5 x 200 1 suave 2 medio 3 medio-fuerte 4 medio 5 fuerte D: 25'' 100 pies espalda 200 suave","","2400","2025-08-23","","1900","","","","","0.611807501051161","0.860117700316886","","24","","111","165","","","0.966171729008731","55.18","36","0","0","0","0","0","","","","","","","","","","","","","","","",""
"5 x 9' LT1","Run","5 x 9' LT1 4:50-5:00/km No pasar de 165HR Esencial mirar el pulsómetro ;-)","1.1875","","2025-08-23","","7158.22998046875","293","453","678.867","","0.643866121768951","3.08800005912781","","168","","163","182","","","1.23258661753714","97.22","2","9","10","14","8","2","","","","","0","0","0","0","2","22","12","","","","6","9"
"4 x 30'' Sub-max + 5 x 15' LT1","Bike","4 x 30'' Sub-max (95-98%) 5 x 15' LT1 (170-180w)","2.20833333333333","","2025-08-24","Importante apretar mucho en las de 30'' y controlar MUY BIEN la intensidad en las series de 12min, sin pasarse de 180w tratando de ir lo más constante posible.","30083.9609375","182","576","756.468","","1.15633451938629","7.22700023651123","","80","","156","182","","","0.861631984818666","85.1","13","33","18","11","3","1","","","","","10","5","10","32","8","2","0","","","","",""
"Fuerza","Strength","Warm up: 3 rondas al siguiente circuito Anti extension (variante a escoger según nivel). Anti rotación (variante a escoger según nivel). Anti flexión lateral (variante a escoger según nivel). ejercicios en vídeo: https://www.youtube.com/watch?v=8k2tATXsrJk Pull ups: 3 x 5/90'' Push ups: 3 x 10/90'' Pogo jumps: 3 x 10-12/90'' Hop and stick side to side: 3 x 6/90'' Back squat (box): 3 x 6-8/120'' Single leg press: 3 x 6-8/120'' Seated isometric calf raises: 3 x 6-8/60''","1","","2025-08-25","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7km E + 6 x strides","Run","5:30/km Respiración nasal tanto en inspiración como en expiración durante todo el rodaje. Si no puedes mantenerla, baja el ritmo ;-) + 6 x 20'' strides","0.874166666666667","","2025-08-25","","12096.580078125","264","550","1201.436","","1.26411843299866","2.65799999237061","","160","","137","181","","","1.1048991580686","152.76","71","0","1","2","2","0","","","","","0","0","0","0","35","35","4","","","","",""
"E","Swim","Calentamiento (600m) 200m nado variado 4 x 50 (25 sculling frontal + 25 crol suave) 200 crol con tubo frontal + pullboy Técnica (700m) 6 x 50 (25m boca arriba con tabla encima de rodillas + 25m boca abajo tabla delante brazos extendidos) 4 x 20'' pies vertical + nadar 25m 6 x 50 nadar un brazo (25m nadar con derecho + 25m nadar con izquierdo, foco entrada, brazo contrario lateral cuerpo, cada dos brazadas respiras por lado contrario a brazo que trabaja). Bloque (1000m) 10 x 100 D: 20'' aerobico ligero foco en entrada alineada 100 espalda 200 suave","","2400","2025-08-26","","1300","","",""," *08/26/2025 David Sabat: Jet lag me ha matado, he llegado de volar y intentar hacer el entreno y ha sido mala idea*","0.420715831120809","0.854139290407359","","25","","108","134","","","0.961324520085168","37.38","25","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Glyco.cap TEST 8 x 50","Swim","200 swim 150 kick 100 pull 8 x 50 crol D: 1' Comentarios: Tan rápido como puedas, necesito que me des tiempos de cada 50m, si puedes que alguien los tome mejor, así tenemos tiempos a la décima de segundo. 4 x 100 D: 30'' Impar: pullboy Par: espalda 200 CH","","1450","2025-08-27","","1300","","","","","0.376793331570095","0.951683748169839","","28","","127","161","","","1.07338535626182","46.6","21","1","0","0","0","0","","","","","","","","","","","","","","","",""
"LT2","Swim","Calentamiento (500m) 300m nado variado 4 x 50 finger tip drag drill Técnica (400m) 8 x 25 aletas batido pies ''rápidos'' brazos al frente en tabla, cuerpo alineado. 4 x 50 (25 sculling frontal + 25 nado libre) Bloque (1500m) 15 x 100 D: 20'' 1-3 suaves 4 medio 5 fuerte Repetir 100 pies espalda 200 suave","","2700","2025-08-27","","1800","","","","","0.576556945376926","0.864553314121037","","30","","137","169","","","0.971283070111831","52.83","26","7","3","1","0","0","","","","","","","","","","","","","","","",""
"5 x (3' LT1 + 3' LT2a + 2' LT2b)","Run","5 x 3' @4:50-4:55/km 30'' jog 3' @4:40-4:45/km 45'' jog 2' @4:25-4:30/km 45'' jog Practica respiración nasal durante calentamiento y vuelta a la calma ;-)","1.16666666666667","","2025-08-27","","12009.830078125","328","585","1152.825","","0.974060535430908","3.42499995231628","","169","","168","186","","","1.38484548877198","185.6","5","9","8","16","19","9","","","","","0","0","0","0","0","11","36","","","","3","5"
"4 x 30'' Sub-max + 5 x 15' LT1","Bike","4 x 30'' Sub-max (95-98%) 5 x 15' LT1 (170-180w)","2.20833333333333","","2025-08-28","Importante apretar mucho en las de 30'' y controlar MUY BIEN la intensidad en las series de 12min, sin pasarse de 180w tratando de ir lo más constante posible.","160065.578125","150","530","3850.424","","7.15378999710083","6.21500015258789","","76","","","","","","0.701703731809028","353.35","","","","","","","","","","","109","89","75","116","28","8","3","","","","",""
"7km E + 6 x strides","Run","5:30/km Respiración nasal tanto en inspiración como en expiración durante todo el rodaje. Si no puedes mantenerla, baja el ritmo ;-) + 6 x 20'' strides","0.874166666666667","","2025-08-29","","8549.4404296875","284","545","800.866","","0.783456683158875","3.03099989891052","","161","","137","155","","","1.19263608963311","110.31","38","11","0","0","0","0","","","","","0","0","0","0","7","23","14","","","","3","5"
"LT2","Swim","Calentamiento (500m) 200m nado variado 4 x 50 drill a escoger 100 pullboy suave Técnica (600m) 4 x 50 pies crol tabla ''pies rápidos'' 4 x 50 un brazo brazo contrario lateral cuerpo foco entrada y respirar cada 3 brazadas por lado contrario brazo que mueve 4 x 50 libre con SNK entrada alineada Bloque (1400m) 7 x 200 1 suave 2 medio 3 medio-fuerte 4-5 medio 6-7 fuerte D: 25'' 100 pies espalda 200 suave","","2800","2025-08-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5 x 9' LT1","Run","5 x 9' LT1 4:50-5:00/km No pasar de 165HR Esencial mirar el pulsómetro ;-)","1.1875","","2025-08-30","","10008.9404296875","324","435","941.002","","0.805867254734039","3.45000004768372","","169","","163","176","","","1.34962339778883","145.33","3","7","7","30","9","0","","","","","0","0","0","0","0","5","40","","","","2","5"
"3h Fatmax incl. 2 x (40-20)","Bike","Series 40-20 trata de hacerlas siempre por encima de 300w.","3.01666666666667","","2025-08-30","","54082.30078125","139","420","1277.536","","2.55817317962646","5.87200021743774","","71","","","","","","0.696688045770677","123.58","","","","","","","","","","","50","28","27","35","12","2","0","","","","",""
"7km E + 6 x strides","Run","5:30/km Respiración nasal tanto en inspiración como en expiración durante todo el rodaje. Si no puedes mantenerla, baja el ritmo ;-) + 6 x 20'' strides","0.874166666666667","","2025-09-01","","9132.91015625","305","659","892.53","","0.812636911869049","3.12199997901917","","165","","156","188","","","1.27502526430913","130.85","11","22","9","6","4","4","","","","","0","0","0","0","1","18","26","","","","3","5"
"E1","Swim","800: 200 crl + 200 PB + 200 espalda + 200 tabla pies 20 x 100 (impar crol a 1:55 - par pies rápido) c/2'10 crol y c/3' pies 200s","","3000","2025-09-01","","2700","","","","","0.851400557623969","0.876623376623377","","28","","134","181","","","0.986609642756419","81.77","43","4","3","2","0","1","","","","","","","","","","","","","","","",""
"10 x 200 LT1 -> LT2","Swim","900: 300 crl + 300 pies + 300 PB 10 x 200 3 crol a 3'50 c/4'10 3 crol Pp a 3'45 c/4'10 3 crol PG a 3'40 c/4'10 1 crol a sub 3'40 100s","","3000","2025-09-02","","1750","","","","","0.561386666827732","0.862919132149901","","24","","116","145","","","0.969820761011258","51.21","34","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-02","","3000","","","","","0.933796105914646","0.888362451880367","","27","","110","149","","","0.999504417957645","93.24","56","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-09-02","","27887.759765625","149","401","644.845","","1.20346975326538","6.43699979782104","","76","","143","163","","","0.717711995654824","61.43","48","22","7","0","0","0","","","","","18","10","11","25","6","1","0","","","","",""
"5 x (3' LT1 + 3' LT2a + 2' LT2b)","Run","5 x 3' @4:50-4:55/km 30'' jog 3' @4:40-4:45/km 45'' jog 2' @4:25-4:30/km 45'' jog Practica respiración nasal durante calentamiento y vuelta a la calma ;-)","1.16666666666667","","2025-09-03","","11468.169921875","318","530","1080.324","","0.941104173660278","3.38499999046326","","168","","159","177","","","1.32085884712406","161.59","12","12","8","25","7","0","","","","","0","0","0","0","0","9","45","","","","3","5"
"Fuerza","Strength","Warm up: 3 rondas al siguiente circuito Anti extension (variante a escoger según nivel). Anti rotación (variante a escoger según nivel). Anti flexión lateral (variante a escoger según nivel). ejercicios en vídeo: https://www.youtube.com/watch?v=8k2tATXsrJk Pull ups: 3 x 5/90'' Push ups: 3 x 10/90'' Pogo jumps: 3 x 10-12/90'' Hop and stick side to side: 3 x 6/90'' Back squat (box): 3 x 6-8/120'' Single leg press: 3 x 6-8/120'' Seated isometric calf raises: 3 x 6-8/60''","1","","2025-09-03","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7km E + 6 x strides","Run","5:30/km Respiración nasal tanto en inspiración como en expiración durante todo el rodaje. Si no puedes mantenerla, baja el ritmo ;-) + 6 x 20'' strides","0.874166666666667","","2025-09-04","","12050.8203125","338","517","1149.38","","0.942022502422333","3.55299997329712","","171","","165","180","","","1.41911765306491","189.67","7","5","4","19","29","1","","","","","0","0","0","0","1","4","36","","","","",""
"V + LT1","Swim","900: 300 crl + 300 pies + 300 PB 2 bloques 4 x 50 PIES A TOPE (crono ?) D: 1'30 pasivo 4 x 100 PB crol a 1:55 c/2'10 D: 3' entre bloques 100s","","2200","2025-09-04","","2000","","","","","0.714944726096259","0.777060848590351","","24","","137","164","","","1.74061630084239","377.03","32","10","3","0","0","0","","","","","","","","","","","","","","","",""
"5 x 10' LT1","Run","5 x 10' LT1 4:50-5:00/km No pasar de 165HR Esencial mirar el pulsómetro ;-)","1.27083333333333","","2025-09-05","","8504.8798828125","294","502","817.81","","0.771470010280609","3.06200003623962","","167","","155","176","","","1.22288239388723","113.43","8","33","8","3","2","0","","","","","0","0","0","0","1","30","13","","","","",""
"activación","Run","","0.622222222222222","","2025-09-06","","5485.77978515625","288","498","520.169","","0.500278651714325","3.0460000038147","","159","","153","188","","","1.21581107214721","72.69","14","13","1","1","3","1","","","","","0","0","0","0","1","22","5","","","","2","5"
"1h30 E bike PM","Bike","Si puedes suelta piernas en bici por la tarde","1.5","","2025-09-06","","43681.53125","147","465","939.645","","1.77590882778168","6.83199977874756","","77","","154","182","","","0.795041444287383","111.47","42","12","7","20","23","13","","","","","38","9","8","24","17","7","3","","","","",""
"WARM UP","Run","WITH NORMAL RUNNING SHOES 10' easy E1, start form jogging (!) + 4' smooth E2 + 30"" very easy E1 (!) + 2' a 3' as smooth as possible Z2 a LT1 (not too fast) + 30"" a 1' very easy E1 jog + 30"" around race pace + 2' E1 jog + dynamic stretch (hips, back, shoulders, legs, unlock/mobilise everything...) Between 30' and 15' before the start: cafeine gums or cafeine pills +-1h before the start in case you are used to it WITH RACE SHOES + a few smooth strides of +-20"", with after every rep +-1' AR jog","0.35","","2025-09-07","","3734.63989257813","289","489","352.269","","0.338293612003326","3.06699991226196","","161","","147","174","","","1.22738211809392","49.67","12","3","2","3","2","0","","","","","0","0","0","1","2","7","8","","","","2","5"
"10km race","Run","Ritmo primer km: 4:05/km No te pases en el primer km, a partir de ahí, busca estabilizarte sobre 3:58-4:02/km Si haces bien el pacing, llegarás con fuerza al último 2mil y ahí podrás recuperar los segundos que necesitas para el sub 40. Mucha suerte!","","10000","2025-09-07","","10045.2998046875","378","475","907.229","","0.66693502664566","4.18400001525879","","179","","188","197","","","1.56644850448785","161.83","1","0","0","1","1","24","","","","","0","0","0","0","0","0","16","","","","",""
"Lap Swimming","Swim","","","","2025-09-07","","1200","","","","","0.392492778566149","0.844475721323012","","27","","123","149","","","0.951185228673994","33.78","24","0","0","0","0","0","","","","","","","","","","","","","","","",""
"1h30 E","Bike","Recovery day","1.5","","2025-09-08","","24151.73046875","105","710","429.494","","1.14348495006561","5.86700010299683","","69","","118","158","","","0.643945197117477","46.97","67","2","0","0","0","0","","","","","36","13","8","7","2","1","1","","","","",""
"E","Swim","40 x 50m D: 20'' Alterna 10 crol buscando máxima distancia por brazada DPS y 10 trabajo técnico.","","2000","2025-09-08","","1350","","",""," *09/07/2025 David Sabat: 🧪 Bloque de diagnóstico 1. Pies streamline con tuba (25 m × 2) Brazos delante, mirada abajo, solo pies. 👉 Si ya aparece tijera → fallo base de patada / movilidad tobillo. 2. Pies streamline con rolido suave (25 m × 2) Igual que el anterior, pero introduces rolido lento de cadera-tronco (20–30°). 👉 Si aparece aquí → problema de core / glúteo medio al transferir la rotación. 3. Nado con un brazo (25 m derecho + 25 m izquierdo × 2) Un brazo extendido delante, el otro hace toda la brazada. Usa tuba para no complicar con respiración. 👉 Si aparece tijera al tirar → fallo de timing brazo–pierna / coordinación. 4. Pies con tabla + respiración lateral (25 m × 2 cada lado) Patada con tabla, cada 3–4” respiras lateral. 👉 Si aparece tijera al respirar → problema de coordinación respiración–patada. 5. 6 patadas + 1 brazada (25 m × 4) Mantén un brazo delante, haces 6 patadas, luego una brazada, vuelves a 6 patadas. 👉 Si aquí se descontrola → tu patada no aguanta el eje sin “ayuda” de brazos → déficit de estabilidad estática. 6. Patada vertical (3 × 20’’) En zona profunda, brazos cruzados en pecho. Variante: un brazo arriba. 👉 Si abres piernas → falta de fuerza y control en patada. 🧊 Vuelta a la calma (5’) 100 m espalda suave. 50 m crol relajado. 📋 Cómo analizar: Apunta en qué ejercicio aparece la tijera. Si es en los de pies → problema físico (fuerza/movilidad). Si es en los de brazo/respiración → problema de coordinación/timing. Si es en todos → combinación de ambos.*","0.492488324907091","0.758426966292135","","26","","127","157","","","0.85281209474201","30.55","29","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-08","","2050","","","","","0.619751111136542","0.913954525189478","","25","","118","154","","","1.02908694525481","67.54","37","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Fabian swimming","Swim","","","2500","2025-09-09","","2050","","","","","0.61394138958719","0.92467298150654","","27","","130","165","","","1.03882518526176","68.83","33","4","1","1","0","0","","","","","","","","","","","","","","","",""
"Test torque (4-min)","Bike","20' E 5 x (15'' LT2 power 110-120rpm + 1'45 E) 5 x (30'' LT2 power 50-60rpm + 1'30 E) 5' E 4' 50-55rpm all out MAX power always at 50-60rpm What data do I need? Torque: The most important data i need is your avg torque during the 4-min test. Cadence and power 10' E 5 x 6' low LT1 (210-215 W) Lactate combustion Easy cool down","2.00833333333333","","2025-09-09","Install those data fields for the test: - Torque: https://apps.garmin.com/es-ES/apps/22672990-2633-43e6-8977-9f3d4a1f48d5 - Torque avg lap: https://apps.garmin.com/es-ES/apps/accc501a-cf75-4821-955d-6ab9e8867c44 This second data field is very important, when you finish the test you MUST remember the number of average torque because I can't see that in training peaks.","41011.46875","166","435","936.743"," *09/09/2025 David Sabat: 47.7 test*","1.56979775428772","7.25699996948242","","77","","142","184","","","0.767760657022456","92.38","72","17","3","2","2","2","","","","","17","13","20","31","6","4","3","","","","",""
"Lap Swimming","Swim","","","","2025-09-09","","2050","","","","","0.646147228082021","0.87719298245614","","26","","137","169","","","0.987047146624638","62.14","35","3","1","0","0","0","","","","","","","","","","","","","","","",""
"2 x 400 PG + 4 x 100 (prog) + 2 x 400 PG","Swim","400v + 2 x 400 PG+PB D: 30'' eficiencia, mínimas brazadas + 4 x 100 crl (50 easy + 50 progresivo terminando fuerte) D: 20'' + 2 x 400 PG + PB D: 30'' objetivo mismas brazadas primeras dos series, mismo ritmo + 200s","","","2025-09-10","","1950","","","","","0.593219167921278","0.911214953271028","","25","","134","156","","","1.02266868549192","63.45","35","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-10","","1500","","","","","0.513244165844387","0.806885422270038","","24","","116","143","","","0.909248848253167","38.58","31","0","0","0","0","0","","","","","","","","","","","","","","","",""
"15-12-10-8-6' LT1","Run","20' jog 15-12-10-8-6' LT1 D: 1' CD: +-10' easy jog","1.43333333333333","","2025-09-11","","14726.150390625","311","431","1373.098","","1.22550976276398","3.33800005912781","","166","","162","183","","","1.29581419194643","203.95","8","13","19","24","19","2","","","","","0","0","0","0","4","15","51","","","","4","5"
"1h30 E bike PM","Bike","Si puedes suelta piernas en bici por la tarde","1.5","","2025-09-11","","30134.619140625","106","442","562.464","","1.48126113414764","5.65100002288818","","69","","118","158","","","0.539854750001109","42.84","89","0","0","0","0","0","","","","","48","23","11","5","1","0","0","","","","",""
"Fabian swimming","Swim","","","2500","2025-09-11","","2050","","","","","0.615333333545261","0.921348314606742","","27","","138","182","","","1.0364752614704","68.52","23","6","4","5","1","0","","","","","","","","","","","","","","","",""
"HIDDT LT1 -> VO2max","Bike","","3","","2025-09-12","","65153.12109375","170","454","1547.459","","2.52755904197693","7.15999984741211","","77","","144","173","","","0.768800014905325","149.17","120","23","11","7","1","0","","","","","22","22","36","50","15","4","3","","","","",""
"E1 -> D2 (30')","Run","T2 progresiva de E1 -> D2","0.5","","2025-09-12","","5004.85986328125","300","387","453.299","","0.418795257806778","3.3199999332428","","167","","160","178","","","1.24605020621664","63.83","3","10","5","6","6","0","","","","","0","0","0","0","0","9","16","","","","3","5"
"E1","Swim","800: 200 crl + 200 PB + 200 espalda + 200 tabla pies 20 x 100 (impar crol a 1:55 - par pies rápido) c/2'10 crol y c/3' pies 200s","","3000","2025-09-13","","1900","","","","","0.562798056999842","0.930460333006856","","19","","100","153","","","1.05030766144112","65.21","34","0","0","0","0","0","","","","","","","","","","","","","","","",""
"30' E1 + 6 x 15'' strides","Run","Si estás muy cansado del día anterior, tómate el día de descanso.","0.7","","2025-09-13","","3391.6298828125","323","606","328.418","","0.281731933355331","3.34400010108948","","164","","154","185","","","1.43219092073322","55.44","7","3","1","4","3","2","","","","","0","0","0","0","1","3","8","","","","2","5"
"Running","Run","","","","2025-09-13","","4652.89013671875","397","563","422.808","","0.295827239751816","4.36899995803833","","178","","179","201","","","1.67604694239759","80.79","2","1","0","2","0","2","","","","","0","0","0","0","0","1","5","","","","",""
"10' E1 + 30 E2 + 20' D2 + 10' LT1 + 10' E1","Run","","1.33333333333333","","2025-09-14","","14007.009765625","308","427","1370.325","","1.23453962802887","3.15199995040894","","168","","157","179","","","1.28511827962467","202.36","20","27","13","13","10","0","","","","","0","0","0","0","1","20","49","","","","3","5"
"Fuerza","Strength","Plank: 3 x 30s Hamstring long lever: 3 x 6r Glute extension prone: 3 x 6r Box jump: 3 x 6r Single leg intensive pogo: 3 x 10r Single leg step up: 3 x 10r Calf raise: 3 x 12r Calf isometric seated: 3 x 45'' Press banca: 2 x 8r Tracción vertical: 2 x 8r","0.75","","2025-09-14","Hamstring long lever: https://www.youtube.com/watch?v=KH14QLgRfh0&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=171 Prone glute extension: https://www.youtube.com/shorts/v9TZuW50RDU Box jump: https://www.youtube.com/watch?v=XWBO7mCfBVg&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=74 Single leg intensive pogo: https://www.youtube.com/watch?v=ccnp3v0ysEI&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=243 Single leg step up: https://www.youtube.com/watch?v=9jBIydnyWM0 Calf raise: https://www.youtube.com/watch?v=aR8GvApn8AM&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=6 Calf isometric seated: https://www.youtube.com/watch?v=mQk4jL5y7yI&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=11","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-14","","1650","","","","","0.487757499317328","0.933257918552036","","22","","124","164","","","1.05243555260924","56.86","27","2","0","0","0","0","","","","","","","","","","","","","","","",""
"1h30 E1","Bike","","1.5","","2025-09-15","Dia de recuperación, después de varios días de run seguidos.","46599.328125","136","430","963.5","","1.97368824481964","6.55800008773804","","78","","143","178","","","0.693151789518047","94.25","80","26","6","8","5","0","","","","","49","22","14","18","10","3","1","","","","",""
"TEC","Swim","200 crl + 200 pies + 200 PB resp/c3 400m bloque técnica 8 x 50 prog 1-4 de 58 a 49'' c/1'10 400m SNK nado DPS (mínimas brazadas, buena técnica) 8 x 25 prog 1-4 de 28 a 23'' c/40'' 200s","","2200","2025-09-15","","4000","","","","","1.1515375023418","0.959692898272553","","24","","124","158","","","1.08068077844943","145.34","67","3","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-15","","1000","","","","","0.272220277786255","1.01522842639594","","26","","120","152","","","1.14286530614517","40.64","16","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Fuerza","Strength","Plank: 3 x 30s Hamstring long lever: 3 x 6r Glute extension prone: 3 x 6r Box jump: 3 x 6r Single leg intensive pogo: 3 x 10r Single leg step up: 3 x 10r Calf raise: 3 x 12r Calf isometric seated: 3 x 45'' Press banca: 2 x 8r Tracción vertical: 2 x 8r","0.75","","2025-09-16","Hamstring long lever: https://www.youtube.com/watch?v=KH14QLgRfh0&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=171 Prone glute extension: https://www.youtube.com/shorts/v9TZuW50RDU Box jump: https://www.youtube.com/watch?v=XWBO7mCfBVg&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=74 Single leg intensive pogo: https://www.youtube.com/watch?v=ccnp3v0ysEI&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=243 Single leg step up: https://www.youtube.com/watch?v=9jBIydnyWM0 Calf raise: https://www.youtube.com/watch?v=aR8GvApn8AM&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=6 Calf isometric seated: https://www.youtube.com/watch?v=mQk4jL5y7yI&list=PL4GlVXncW8LntghM5tqZGLEpkETc2u5Yd&index=11","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fabian swimming","Swim","","","2500","2025-09-16","","2000","","","","","0.558393889533149","0.99009900990099","","25","","130","172","","","1.1143070042232","77.26","30","2","0","1","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-09-16","","3000","","","","","0.875249169667562","0.950570342205323","","26","","149","168","","","1.06636300344944","106.13","24","27","8","1","0","0","","","","","","","","","","","","","","","",""
"Power profile 2","Bike","2 x 5s sprint low resistance from stand still 15s sprint MAX EFFORT high resistance from stand still (sacar muestra de lactato) 4min MAX EFFORT 20min D2 20min MAX EFFORT","1.49027777777778","","2025-09-17","High carb breakfast 3h pre and the day before high carb day","17574.560546875","135","745","371.653","","0.769450843334198","6.34499979019165","","77","","143","183","","","0.73068405797235","40.84","35","4","2","3","1","2","","","","","22","10","6","4","1","1","1","","","","",""
"T2: progesión E1 -> D2","Run","T2 progresiva de E1 -> D2","0.833333333333333","","2025-09-17","","8390.75","318","426","821.337","","0.716808319091797","3.25200009346008","","166","","173","186","","","1.31677538974383","122.92","1","1","3","14","15","15","","","","","0","0","0","0","0","4","36","","","","3","5"
"Road Cycling","Bike","","","","2025-09-17","","1407.42004394531","319","487","76.992","","0.0669638887047768","5.83799982070923","","82","","180","193","","","1.32190742639572","10.28","0","0","0","0","0","3","","","","","0","0","0","0","0","1","3","","","","",""
"Road Cycling","Bike","","","","2025-09-17","","6170.77001953125","106","391","107.871","","0.284496396780014","6.02500009536743","","71","","139","158","","","0.533846140789225","7.89","14","4","0","0","0","0","","","","","9","4","3","1","0","0","0","","","","",""
